Name,Manufacturer,Actual Price,Discounted Price
FLUFUNG 400 Tablet 1's,* Mkt: East West Pharma * Delivery charges if applicable will be applied at checkout,89.14,29.71
Flufung 150mg Tablet 1's,* Mkt: East West Pharma * Delivery charges if applicable will be applied at checkout,12.05,12.05
Flufung 400mg Tablet 3'S,* Mkt: East West Pharma * Delivery charges if applicable will be applied at checkout,89.14,89.14
Flufung 50mg Tablet 4'S,* Mkt: East West Pharma * Delivery charges if applicable will be applied at checkout,35.32,35.32
Fluka 150mg Capsule 1'S,* Mkt: Cipla Ltd * Delivery charges if applicable will be applied at checkout,12.05,8.44
Fluka 150mg Tablet 1's,* Mkt: Cipla Ltd * Delivery charges if applicable will be applied at checkout,12.05,8.44
FLUMET 200mg Tablet 1's,* Mkt: Leeford Healthcare Ltd (Generics) * Delivery charges if applicable will be applied at checkout,22.75,15.93
FLUMET 400 Tablet 1's,* Mkt: Leeford Healthcare Ltd (Generics) * Delivery charges if applicable will be applied at checkout,29.7,20.79
FLUNISE 150mg Tablet 1's,* Mkt: Eskon Pharma * Delivery charges if applicable will be applied at checkout,12.05,13
Flutas 150mg Tablet 1'S,* Mkt: Intas Pharmaceuticals Ltd * Delivery charges if applicable will be applied at checkout,12.05,12.05
Flutas 400mg Tablet 1'S,* Mkt: Intas Pharmaceuticals Ltd * Delivery charges if applicable will be applied at checkout,89.14,29.71
FLUTY 150 Tablet 1's,* Mkt: Coxswain Healthcare * Delivery charges if applicable will be applied at checkout,12.05,12.05
FLUTY K Soap 75gm,* Mkt: Coxswain Healthcare * Delivery charges if applicable will be applied at checkout,110,135
FLUTY LC Cream 10gm,* Mkt: Coxswain Healthcare * Delivery charges if applicable will be applied at checkout,239,152
FLUTYCANDY Dusting Powder 75gm,* Mkt: Coxswain Healthcare * Delivery charges if applicable will be applied at checkout,183,183
Flutycandy 100mg Capsule 4'S,* Mkt: Coxswain Healthcare * Delivery charges if applicable will be applied at checkout,106.57,91
Flutycandy 200mg Capsule 4'S,* Mkt: Coxswain Healthcare * Delivery charges if applicable will be applied at checkout,222.33,128
FOLE 150 Tablet 2's,* Mkt: Unison Pharmaceuticals Pvt Ltd * Delivery charges if applicable will be applied at checkout,12.05,19.74
Fole 100mg Tablet 1'S,* Mkt: Unison Pharmaceuticals Pvt Ltd * Delivery charges if applicable will be applied at checkout,7.22,7.22
Fole 150mg Tablet 1'S,* Mkt: Unison Pharmaceuticals Pvt Ltd * Delivery charges if applicable will be applied at checkout,12.05,9.87
Fole 200mg Tablet 1'S,* Mkt: Unison Pharmaceuticals Pvt Ltd * Delivery charges if applicable will be applied at checkout,46.73,13.17
Fole 400mg Tablet 1'S,* Mkt: Unison Pharmaceuticals Pvt Ltd * Delivery charges if applicable will be applied at checkout,89.14,20.3
FORCAN 150 Tablet 4's,* Mkt: Cipla Ltd * Delivery charges if applicable will be applied at checkout,12.05,48.2
Forcan 150mg Tablet 1's,* Mkt: Cipla Ltd * Delivery charges if applicable will be applied at checkout,12.05,12.05
Forcan 200mg Tablet 4'S,* Mkt: Cipla Ltd * Delivery charges if applicable will be applied at checkout,46.73,78.17
Forcan 50mg Tablet 4'S,* Mkt: Cipla Ltd * Delivery charges if applicable will be applied at checkout,43.32,43.32
Forcan Infusion 100ml,* Mkt: Cipla Ltd * Delivery charges if applicable will be applied at checkout,132.29,132.29
Forcan Plus Infusion 200ml,* Mkt: Cipla Ltd * Delivery charges if applicable will be applied at checkout,238.94,238.94
FRESOCAN 200mg Injection 100ml,* Mkt: Fresenius Kabi India Pvt Ltd * Delivery charges if applicable will be applied at checkout,132.34,132.34
FUCAN 150 Tablet 10's,* Mkt: RHINE BIOGENICS PVT LTD * Delivery charges if applicable will be applied at checkout,12.05,120.51
FUCAN 200 Tablet 2's,* Mkt: RHINE BIOGENICS PVT LTD * Delivery charges if applicable will be applied at checkout,46.73,34.88
Fumycin 150mg Capsule 1'S,* Mkt: Pfizer Ltd * Delivery charges if applicable will be applied at checkout,23.05,12.98
FUNGEEHEAL 100mg Capsule 10's,* Mkt: Lupin Ltd * Delivery charges if applicable will be applied at checkout,106.57,243
FUNGEEHEAL 200mg Capsule 10's,* Mkt: Lupin Ltd * Delivery charges if applicable will be applied at checkout,222.33,372.2
FUNGEEHEAL SB 65 Capsule 10's,* Mkt: Lupin Ltd * Delivery charges if applicable will be applied at checkout,142,140
Fungicide 200mg Tablet 10'S,* Mkt: Torrent Pharmaceuticals Ltd * Delivery charges if applicable will be applied at checkout,200.2,468
Fungicip 150mg Tablet 1'S,* Mkt: Cipla Ltd * Delivery charges if applicable will be applied at checkout,12.05,8.44
Fungicip 200mg Tablet 1'S,* Mkt: Cipla Ltd * Delivery charges if applicable will be applied at checkout,17.43,12.2
FUNGICROS Cream 50gm,* Mkt: Sun Pharmaceutical Industries Ltd * Delivery charges if applicable will be applied at checkout,375,558
FUNGICROS Lotion 30ml,* Mkt: Sun Pharmaceutical Industries Ltd * Delivery charges if applicable will be applied at checkout,260,260
FUNGICROS Nail Lacquer 2.5ml,* Mkt: Sun Pharmaceutical Industries Ltd * Delivery charges if applicable will be applied at checkout,580,580
Fungicros Cream 10gm,* Mkt: Sun Pharmaceutical Industries Ltd * Delivery charges if applicable will be applied at checkout,375,199
Fungicros Cream 30gm,* Mkt: Sun Pharmaceutical Industries Ltd * Delivery charges if applicable will be applied at checkout,375,418
Fungikem 100Mg Capsule 10's,* Mkt: Alkem Laboratories Ltd * Delivery charges if applicable will be applied at checkout,106.57,110
Fungikem 200mg Capsule 7'S,* Mkt: Alkem Laboratories Ltd * Delivery charges if applicable will be applied at checkout,222.33,154
Fungirex Gel 30gm,* Mkt: Dermarex Healthcare India Pvt Ltd * Delivery charges if applicable will be applied at checkout,148,148
FUNGIS 200 Capsule 10's,* Mkt: STALLION LABORATORIES PVT LTD * Delivery charges if applicable will be applied at checkout,222.33,250
FUNGIZAP 200 Capsule 4's,* Mkt: METAMORF LIFESCIENCES * Delivery charges if applicable will be applied at checkout,222.33,120
Fungotek 250mg Tablet 7'S,* Mkt: FDC Limited * Delivery charges if applicable will be applied at checkout,160,125
FUNZI IT 100mg Capsule 10's,* Mkt: Corona Remedies Pvt Ltd * Delivery charges if applicable will be applied at checkout,106.57,164.15
FUNZI IT 200mg Capsule 10's,* Mkt: Corona Remedies Pvt Ltd * Delivery charges if applicable will be applied at checkout,222.33,230
FUNZI L Cream 15gm,* Mkt: Corona Remedies Pvt Ltd * Delivery charges if applicable will be applied at checkout,239,168.15
FUNZI L Cream 75gm,* Mkt: Corona Remedies Pvt Ltd * Delivery charges if applicable will be applied at checkout,239,465.85
FUNZI L Lotion 30ml,* Mkt: Corona Remedies Pvt Ltd * Delivery charges if applicable will be applied at checkout,180,299.45
Funzi L 1% Cream 30gm,* Mkt: Corona Remedies Pvt Ltd * Delivery charges if applicable will be applied at checkout,239,291.3
Fusys 150mg Tablet 6'S,* Mkt: Cadila Healthcare Ltd (Zydus) * Delivery charges if applicable will be applied at checkout,12.05,72.3
Fusys DT 50mg Tablet 4'S,* Mkt: Cadila Healthcare Ltd (Zydus) * Delivery charges if applicable will be applied at checkout,38.66,38.66
Fzhh 150mg Tablet,* Mkt: Hegde & Hegde Pharmaceutica Llp * Delivery charges if applicable will be applied at checkout,12.05,12.05
FZL 400 Tablet 1's,* Mkt: SOIN PHARMACEUTICALS PRIVATE LIMITED * Delivery charges if applicable will be applied at checkout,89.14,29.71
FAZE 400 Tablet 1's,* Mkt: Megha Healthcare Pvt Ltd * Delivery charges if applicable will be applied at checkout,89.14,29.36
FENTINIT 600 Vaginal Capsule 1's,* Mkt: Sun Pharmaceutical Industries Ltd * Delivery charges if applicable will be applied at checkout,170,170
FLU NZ 150 Tablet 1's,* Mkt: PREVEGO HEALTHCARE & RESEARCH PRIVATE LIMITED (Generics) * Delivery charges if applicable will be applied at checkout,12.05,8.44
FLU NZ 200 Tablet 1's,* Mkt: PREVEGO HEALTHCARE & RESEARCH PRIVATE LIMITED (Generics) * Delivery charges if applicable will be applied at checkout,20.15,14.11
FLUCOZEST 0.5% Gel 15gm,* Mkt: Innovative Pharmaceuticals Pvt Ltd * Delivery charges if applicable will be applied at checkout,85,85
FLUCOZEST 2% Dusting Powder 100gm,* Mkt: Innovative Pharmaceuticals Pvt Ltd * Delivery charges if applicable will be applied at checkout,171,171
FORCE 200 Tablet 1's,* Mkt: MACSYS LIFESCIENCES * Delivery charges if applicable will be applied at checkout,46.73,17.44
FUNGIRET 1% Cream 30gm,* Mkt: CLARET LIFESCIENCES * Delivery charges if applicable will be applied at checkout,239,149
FUNGRIS Dusting Powder 100gm,* Mkt: Nanz Med Science Pharma Pvt Ltd * Delivery charges if applicable will be applied at checkout,116,120
FUZOL L Cream 30gm,* Mkt: Franklin Laboratories (India) Pvt Ltd * Delivery charges if applicable will be applied at checkout,239,215
BIOFREE Capsule 10's,* Mkt: Mint Pharmaceuticals Pvt Ltd * Delivery charges if applicable will be applied at checkout,100,100
Biokraft Capsule 10'S,* Mkt: Saffron Formulatiions Pvt Ltd * Delivery charges if applicable will be applied at checkout,219.8,219.8
B2DOC Eye Drops 5ml,* Mkt: Lupin Ltd * Delivery charges if applicable will be applied at checkout,438.7,438.7
Betabrim Eye Drops 5ml,* Mkt: Micro Labs Ltd * Delivery charges if applicable will be applied at checkout,406,406
Betafree Eye Drops 5ml,* Mkt: Micro Labs Ltd * Delivery charges if applicable will be applied at checkout,490,490
Bidin LS Eye Drops 5ml,* Mkt: Ajanta Pharma Ltd * Delivery charges if applicable will be applied at checkout,243,243
Bidin LS TM Eye Drops 5ml,* Mkt: Ajanta Pharma Ltd * Delivery charges if applicable will be applied at checkout,293,293
Bidin T Eye Drops 5ml,* Mkt: Ajanta Pharma Ltd * Delivery charges if applicable will be applied at checkout,211,211
Bimaday Eye Drops 3ml,* Mkt: Micro Labs Ltd * Delivery charges if applicable will be applied at checkout,381,381
BIMAPIX Eye Drops 3ml,* Mkt: FDC Limited * Delivery charges if applicable will be applied at checkout,220,220
Bimat Eye Drops 3ml,* Mkt: Ajanta Pharma Ltd * Delivery charges if applicable will be applied at checkout,368,368
Bimat LS Eye Drops 3ml,* Mkt: Ajanta Pharma Ltd * Delivery charges if applicable will be applied at checkout,243,243
Bimat LS TM Eye Drops 3ml,* Mkt: Ajanta Pharma Ltd * Delivery charges if applicable will be applied at checkout,293,293
Bimat T Eye Drops 3ml,* Mkt: Ajanta Pharma Ltd * Delivery charges if applicable will be applied at checkout,455,455
BIMATON Eye drops 3ml,* Mkt: Flagship Biotech International * Delivery charges if applicable will be applied at checkout,310,310
BIMATON T Eye Drops 3ml,* Mkt: Flagship Biotech International * Delivery charges if applicable will be applied at checkout,500,500
BPROS Ophthalmic Solution 5ml,* Mkt: Sunways (India) Pvt Ltd * Delivery charges if applicable will be applied at checkout,297,297
BPROS T Ophthalmic Solution 5ml,* Mkt: Sunways (India) Pvt Ltd * Delivery charges if applicable will be applied at checkout,329,329
BRENT LS Eye Drops 5ml,* Mkt: Entod Pharmaceuticals Ltd * Delivery charges if applicable will be applied at checkout,211,211
BRIMACT Eye Drops 5ml,* Mkt: Austrak Pvt Ltd * Delivery charges if applicable will be applied at checkout,325,325
BRIMAZE T Ophthalmic Solution 10ml,* Mkt: Aice Healh Care Pvt Ltd * Delivery charges if applicable will be applied at checkout,460,460
BRIMOCHEK 0.15% Eye Drops 5ml,* Mkt: Indoco Remedies Ltd * Delivery charges if applicable will be applied at checkout,275,275
Brimocom Eye Drops 5ml,* Mkt: Cipla Ltd * Delivery charges if applicable will be applied at checkout,425.96,425.96
Brimodin Eye Drops 5ml,* Mkt: Cipla Ltd * Delivery charges if applicable will be applied at checkout,303.55,303.55
BRIMOEYE T Ophthalmic Solution 5ml,* Mkt: Eyekare Kilitch Limited * Delivery charges if applicable will be applied at checkout,374,374
Brimolol Eye Drops 5ml,* Mkt: Sun Pharmaceutical Industries Ltd * Delivery charges if applicable will be applied at checkout,487,487
BRIMONIX Eye Drops 5ml,* Mkt: Phoenix Pharmaceuticals * Delivery charges if applicable will be applied at checkout,130,130
BRIMONIX T Eye Drops 5ml,* Mkt: PHOENIX BIOTECH * Delivery charges if applicable will be applied at checkout,180,180
BRIMOPRESS LS Eye Drops 5ml,* Mkt: Centaur Pharmaceuticals Pvt Ltd * Delivery charges if applicable will be applied at checkout,144.42,144.42
Brimopress T Eye Drops 5ml,* Mkt: Centaur Pharmaceuticals Pvt Ltd * Delivery charges if applicable will be applied at checkout,435.03,435.03
BRIMOSOFT T Eye Drops 5ml,* Mkt: Neomedix Healthcare India Pvt Ltd * Delivery charges if applicable will be applied at checkout,345,345
Brimosun LS 0.10% Eye Drops 5ml,* Mkt: Sun Pharmaceutical Industries Ltd * Delivery charges if applicable will be applied at checkout,273,273
Brimosun P Eye Drops 5ml,* Mkt: Sun Pharmaceutical Industries Ltd * Delivery charges if applicable will be applied at checkout,271,271
Brimotas T Eye Drops 5ml,* Mkt: Intas Pharmaceuticals Ltd * Delivery charges if applicable will be applied at checkout,169,169
BRIMTOFAST Eye Drops 3ml,* Mkt: PREVEGO HEALTHCARE & RESEARCH PRIVATE LIMITED (Generics) * Delivery charges if applicable will be applied at checkout,350,245
Brinolar Eye Drops 5ml,* Mkt: Sun Pharmaceutical Industries Ltd * Delivery charges if applicable will be applied at checkout,472,472
Brinzagan Ophthalmic Suspension 5ml,* Mkt: Allergan India Pvt Ltd * Delivery charges if applicable will be applied at checkout,528.3,528.3
BRINZEMIC B Eye Drops 5ml,* Mkt: Alkem Laboratories Ltd * Delivery charges if applicable will be applied at checkout,399,399
BRINZODOC Eye Drops 5ml,* Mkt: Lupin Ltd * Delivery charges if applicable will be applied at checkout,399,399
Brinzotim Eye Drops 5ml,* Mkt: Sun Pharmaceutical Industries Ltd * Delivery charges if applicable will be applied at checkout,342,342
Brinzox Eye Drops 5ml,* Mkt: Ajanta Pharma Ltd * Delivery charges if applicable will be applied at checkout,513,513
Brinzox T Eye Drops 5ml,* Mkt: Ajanta Pharma Ltd * Delivery charges if applicable will be applied at checkout,413,413
BRIO B Eye Drops 5ml,* Mkt: Sunways (India) Pvt Ltd * Delivery charges if applicable will be applied at checkout,327,327
BRIO T Eye Drops 5ml,* Mkt: Sunways (India) Pvt Ltd * Delivery charges if applicable will be applied at checkout,275,275
Britiblu Eye Drops 5ml,* Mkt: Lupin Ltd * Delivery charges if applicable will be applied at checkout,209.6,209.6
BRITIVIN Eye Drops 5ml,* Mkt: Zivira Labs Pvt Ltd * Delivery charges if applicable will be applied at checkout,345,345
BRITIVO Eye Drops 5ml,* Mkt: Votano Pharmaceuticals * Delivery charges if applicable will be applied at checkout,125,125
Brivex Eye Drops 5ml,* Mkt: Ajanta Pharma Ltd * Delivery charges if applicable will be applied at checkout,509,509
BROMOSTAR T Eye Drops 5ml,* Mkt: Mankind Pharma Pvt Ltd * Delivery charges if applicable will be applied at checkout,146.89,146.89
BRIMOSOFT Eye Drops 5ml,* Mkt: Neomedix Healthcare India Pvt Ltd * Delivery charges if applicable will be applied at checkout,225,225
BRINZOLAST Eye Drops 5ml,* Mkt: Mankind Pharma Pvt Ltd * Delivery charges if applicable will be applied at checkout,440,440
BRIO Eye Drops 5ml,* Mkt: Sunways (India) Pvt Ltd * Delivery charges if applicable will be applied at checkout,250,250
BRITIBLU BF Eye Drops 5ml,* Mkt: Lupin Ltd * Delivery charges if applicable will be applied at checkout,209.6,209.6
BTCOM Ophthalmic Solution 5ml,* Mkt: Insight Eye Care Pvt Ltd * Delivery charges if applicable will be applied at checkout,180,180
BIDIN T BAK FREE Eye Drops 5ml,* Mkt: Ajanta Pharma Ltd * Delivery charges if applicable will be applied at checkout,230,230
Buxoric 40mg Tablet 10'S,* Mkt: Macleods Pharmaceuticals Pvt Ltd * Delivery charges if applicable will be applied at checkout,95,142.9
Buxstat 40mg Tablet 10'S,* Mkt: East West Pharma * Delivery charges if applicable will be applied at checkout,95,95
Buxstat 80mg Tablet 10'S,* Mkt: East West Pharma * Delivery charges if applicable will be applied at checkout,348,153.5
Fabulas 40mg Tablet 10'S,* Mkt: Intas Pharmaceuticals Ltd * Delivery charges if applicable will be applied at checkout,95,152
Fabulas 80mg Tablet 10'S,* Mkt: Intas Pharmaceuticals Ltd * Delivery charges if applicable will be applied at checkout,348,216
Fabulon 40mg Tablet 10'S,* Mkt: Neon Laboratories Ltd * Delivery charges if applicable will be applied at checkout,95,94
FABULOUS 40mg Tablet 10's,* Mkt: Johnlee Pharmaceuticals Pvt Ltd * Delivery charges if applicable will be applied at checkout,135,135
FABULOUS 80mg Tablet 10's,* Mkt: Johnlee Pharmaceuticals Pvt Ltd * Delivery charges if applicable will be applied at checkout,245,245
FABUPIN 40 Tablet 10's,* Mkt: PINARC LIFE SCIENCES * Delivery charges if applicable will be applied at checkout,90,90
FABUPIN 80 Tablet 10's,* Mkt: PINARC LIFE SCIENCES * Delivery charges if applicable will be applied at checkout,160,160
FABUSET 40 Tablet 15's,* Mkt: Avonic Life Sciences * Delivery charges if applicable will be applied at checkout,95,150
FAFUNIC Tablet 10's,* Mkt: MEDIGEN LIFESCIENCES * Delivery charges if applicable will be applied at checkout,150,150
FBDAY 40 Tablet 10's,* Mkt: Best Biotech * Delivery charges if applicable will be applied at checkout,95,81
FBT 80 Tablet 10's,* Mkt: Corona Remedies Pvt Ltd * Delivery charges if applicable will be applied at checkout,348,169.4
